has_left,business_travel,department,education,education_field,employee_id,job_level,job_role,monthly_income,percent_salary_hike,total_working_years,training_times_last_year,years_at_company,years_since_last_promotion,years_with_curr_manager,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,performance_rating,avg_hours_per_day,std_hours_daily,std_hours_monthly,total_days_worked,overtime_ratio
0,0,Sales,4,Other,1940,2,Manager,32300,12,0,3,0,0,0,2,4,3,3,3,6.321853070175439,0.2895027003076015,0.0652933292362691,228,0.0
0,1,Sales,3,Medical,1941,1,LabTech,136030,13,22,2,10,0,8,3,3,3,3,3,6.600274276377218,0.3065349660222507,0.093136593452565,238,0.0
0,1,R&D,4,Medical,1942,1,MfgDir,119960,19,16,3,16,10,1,3,3,2,3,3,9.598844907407408,0.2723896853380076,0.0429974973962992,240,1.0
0,1,R&D,3,LifeSci,1943,5,HealthRep,56050,12,9,0,8,1,7,2,1,2,2,3,10.098746584699454,0.2991531686294579,0.057468497320445,244,1.0
1,1,R&D,2,LifeSci,1944,2,Scientist,63970,17,1,3,1,0,0,4,1,3,3,3,8.311527171276081,0.2929164461372525,0.0599874558049265,229,0.8777292576419214
1,2,R&D,4,Medical,1945,1,SalesExec,191440,11,4,3,3,1,2,2,2,3,3,3,7.59495867768595,0.3150351294404558,0.0597193212027029,242,0.0991735537190082
0,1,Sales,3,Marketing,1946,2,Scientist,175840,20,8,2,8,1,3,4,4,3,3,4,7.939711492608487,0.2809204307239122,0.0808297949166105,233,0.4334763948497854
0,1,R&D,3,Other,1947,2,SalesRep,49070,21,4,2,4,1,1,2,1,2,3,4,7.302466475095786,0.3195969973799668,0.0454381611858999,232,0.021551724137931
0,1,HR,4,Medical,1948,2,SalesExec,45540,11,19,3,2,2,2,1,3,3,3,3,8.018559101654846,0.2968132274896141,0.1099456813512827,235,0.4936170212765957
0,1,Sales,3,Medical,1949,1,ResearchDir,54150,11,27,1,15,4,8,3,3,3,3,3,6.501231884057971,0.2963939224815473,0.0437888484823745,230,0.0
0,1,R&D,3,LifeSci,1950,2,Scientist,47410,16,8,3,2,2,1,4,3,3,3,3,6.912519353369764,0.2937599939093295,0.0697854326251716,244,0.0
0,1,Sales,3,LifeSci,1951,3,HR,21150,18,21,3,21,11,8,4,4,3,4,3,7.095823129251701,0.3030561945121122,0.0372757844506227,245,0.0
0,1,R&D,3,LifeSci,1952,2,HR,31610,13,4,0,3,2,2,1,4,3,3,3,7.298778935185185,0.2885275537006537,0.0802265518532946,240,0.0041666666666666
0,1,Sales,3,Medical,1953,5,SalesExec,57450,17,3,4,3,1,2,2,4,2,3,3,6.932994754411063,0.3252650803543288,0.0629778994960707,233,0.0042918454935622
0,1,R&D,4,Other,1954,1,Scientist,23730,14,21,3,1,0,0,4,3,3,4,3,8.008321411540297,0.2942134926422404,0.0654453473324751,233,0.5107296137339056
0,1,Sales,3,Medical,1955,2,SalesExec,33100,22,8,3,1,0,0,1,4,3,4,4,6.182229468599033,0.3101565410861575,0.0929104169982828,230,0.0
0,1,R&D,4,Medical,1956,5,LabTech,186650,12,30,3,5,4,3,3,4,3,2,3,10.114922586520947,0.2827947752858836,0.067872473713799,244,1.0
1,1,Sales,3,Marketing,1957,2,LabTech,44850,11,15,2,1,0,0,1,2,1,4,3,6.593880820654679,0.2895091613847164,0.0569740661218534,241,0.0
0,2,R&D,2,LifeSci,1958,2,SalesExec,27890,13,17,2,8,6,7,3,2,3,2,3,8.587631458619114,0.2907173697118553,0.0698130816533761,243,0.9753086419753086
0,0,R&D,1,LifeSci,1959,2,Scientist,58280,13,21,0,21,5,10,2,3,3,3,3,6.287888176638177,0.2926268184828136,0.0544544939297882,234,0.0
0,1,R&D,2,Other,1960,1,LabTech,23260,14,19,3,1,0,0,2,4,3,4,3,8.395889577594122,0.3114347584027696,0.068854260259804,242,0.9090909090909092
1,0,R&D,1,LifeSci,1961,1,MfgDir,135250,17,7,4,2,2,2,2,1,3,2,3,7.7122782546495,0.3145781325000135,0.0773898788310136,233,0.1931330472103004
1,1,R&D,4,Medical,1962,4,HR,14200,13,33,2,32,6,9,1,4,3,4,3,6.017824074074074,0.30531271748673,0.0571047703451396,240,0.0
0,1,R&D,3,LifeSci,1963,1,HealthRep,80200,11,23,2,12,11,11,4,4,3,3,3,10.903643162393164,0.2909302155745926,0.0659954735449627,234,1.0
0,0,HR,2,LifeSci,1964,1,LabTech,36880,11,19,3,18,0,13,4,3,3,2,3,6.506327025715672,0.302268420725272,0.0348855769041758,229,0.0
1,1,Sales,4,Tech,1965,4,SalesExec,54820,18,18,3,17,15,14,3,1,3,3,3,7.778434449093444,0.3034527610919571,0.0539939475033411,239,0.2133891213389121
0,2,Sales,3,Marketing,1966,1,SalesExec,160150,11,21,3,21,2,8,4,1,3,4,3,10.819688697318009,0.2774090750624632,0.0562942007201224,232,1.0
0,0,Sales,2,Tech,1967,5,SalesRep,12000,11,3,3,2,2,2,2,4,2,3,3,7.579043209876543,0.3132109122254035,0.0810370454598991,234,0.1025641025641025
0,1,R&D,2,Other,1968,1,HR,56610,12,26,2,9,1,1,4,4,4,2,3,7.403393108298171,0.3118314831081186,0.0633909798573401,237,0.0379746835443038
0,0,R&D,3,Medical,1969,2,Manager,69290,20,10,6,8,7,7,4,3,3,1,4,7.229423076923076,0.3032730057992792,0.0560550310314328,234,0.0085470085470085
0,1,Sales,4,Marketing,1970,2,ResearchDir,96130,12,16,5,15,0,9,2,4,2,2,3,7.093754172627563,0.2822386932297556,0.0740243997935494,233,0.0
0,1,R&D,3,LifeSci,1971,2,Scientist,56740,12,14,6,6,0,4,2,4,1,3,3,8.101909007773205,0.2897121506659524,0.0646395775231378,243,0.6255144032921811
0,1,R&D,1,Medical,1972,2,SalesExec,54840,20,6,6,6,0,4,2,2,3,3,4,6.705666438042981,0.2828392067469178,0.0737199434365108,243,0.0
0,2,Sales,2,Medical,1973,2,Scientist,120610,20,30,2,15,6,12,3,2,3,4,4,7.802464975845411,0.2763504592104462,0.0711236620105925,230,0.2304347826086956
1,1,R&D,2,LifeSci,1974,1,Scientist,56600,12,9,3,1,0,0,1,3,2,3,3,6.082717127607957,0.2915229706610308,0.0503794505106816,229,0.0
1,2,Sales,3,LifeSci,1975,2,Scientist,48210,14,6,2,3,1,2,1,1,3,3,3,8.196520890725436,0.2833279015466867,0.0867844238955754,242,0.743801652892562
0,1,R&D,2,LifeSci,1976,1,SalesRep,64100,13,1,5,1,0,0,3,3,3,2,3,9.19380871725384,0.302243710526914,0.0706292621244291,246,1.0
0,1,R&D,3,Other,1977,2,SalesRep,52100,15,1,1,1,0,0,4,2,3,4,3,7.835804637281909,0.3036228538595437,0.0365482510044217,242,0.3223140495867768
0,2,Sales,4,Medical,1978,2,Scientist,26950,14,8,4,2,2,2,3,3,3,1,3,7.57216550925926,0.283388837301836,0.0500224118262832,240,0.0708333333333333
0,1,R&D,4,LifeSci,1979,1,SalesExec,118780,13,29,2,8,7,7,2,3,2,3,3,9.595780261969288,0.2915460759346566,0.0652529930815984,246,1.0
0,1,R&D,3,LifeSci,1980,1,LabTech,170680,23,8,6,4,0,1,4,2,2,3,4,7.308251207729469,0.3104735606175987,0.0735667235954695,230,0.0217391304347826
0,1,HR,3,Medical,1981,5,SalesExec,24550,15,8,2,7,7,5,3,1,2,3,3,6.077394296951819,0.3244075962471575,0.0522600735092666,226,0.0
0,2,R&D,3,Medical,1982,2,LabTech,139640,11,5,1,5,1,3,1,3,3,2,3,7.70509728082513,0.3091021456319884,0.0442244792835102,237,0.1476793248945147
0,1,R&D,1,Medical,1983,3,Scientist,49410,13,23,2,2,2,2,4,4,3,2,3,7.416584490740741,0.3047919201204134,0.0656037731880108,240,0.0208333333333333
0,1,R&D,3,Medical,1984,2,MfgDir,24780,11,13,0,9,7,0,3,3,3,3,3,7.663896166909267,0.2921868897692637,0.0851052281220561,229,0.1179039301310043
0,2,R&D,2,LifeSci,1985,2,MfgDir,52280,11,18,4,5,0,3,1,3,3,3,3,6.907202297233943,0.2873058310293324,0.0478878080040917,237,0.0
0,1,R&D,2,LifeSci,1986,2,HR,44780,18,15,3,14,7,8,4,4,2,3,3,6.615435145445876,0.3112279940124693,0.0892954022094711,233,0.0
0,0,R&D,3,Medical,1987,2,Manager,75470,16,31,2,9,6,2,3,1,4,2,3,6.079126492194675,0.3128029661643857,0.063486843038989,242,0.0
0,1,Sales,2,LifeSci,1988,3,Scientist,50550,22,18,2,1,0,0,3,4,3,2,4,7.917314030131827,0.3175125218685417,0.0598508094508702,236,0.4110169491525424
1,2,Sales,3,Marketing,1989,3,SalesExec,34640,20,2,3,2,0,2,4,4,3,2,4,9.131183523266856,0.2887897531163873,0.0868676521606926,234,1.0
1,1,R&D,4,LifeSci,1990,1,Manager,57750,18,1,2,1,1,0,3,1,2,3,3,6.645199093943729,0.2753189313329632,0.0591920690307053,233,0.0
0,1,Sales,3,Marketing,1991,3,HealthRep,89430,12,19,6,16,1,7,4,1,3,3,3,10.97084705075446,0.3262278618308465,0.0578040149478296,243,1.0
1,1,Sales,3,Medical,1992,2,Scientist,192720,20,18,2,10,2,7,1,3,4,3,4,8.685112064854554,0.2920014943641191,0.0472177190210257,233,0.9871244635193132
1,0,R&D,4,LifeSci,1993,4,LabTech,52380,17,10,4,10,1,9,2,1,2,2,3,7.391012396694215,0.3283471698772122,0.0868665731793656,242,0.0454545454545454
0,1,R&D,4,Medical,1994,2,SalesExec,46820,11,6,3,5,1,3,1,1,3,1,3,7.490146923783287,0.3018516095853849,0.0706258782756576,242,0.0330578512396694
0,1,R&D,3,Medical,1995,1,SalesExec,183000,14,7,6,6,0,2,3,1,2,3,3,6.240185185185184,0.2864084271439432,0.0672896760541208,243,0.0
0,1,Sales,4,LifeSci,1996,1,ResearchDir,52570,14,10,2,10,0,8,2,3,3,4,3,7.8935056689342415,0.3262586986491769,0.0482393577516654,245,0.3755102040816326
0,1,R&D,3,Tech,1997,1,SalesExec,63490,11,20,3,19,1,9,3,3,2,3,3,7.2894444444444435,0.3061472784634748,0.0601500380322707,239,0.0125523012552301
0,1,Sales,4,Marketing,1998,1,SalesExec,48690,12,14,2,11,11,1,1,4,3,3,3,7.923896041964712,0.3222797161461566,0.0782677371544987,233,0.4163090128755364
0,0,Sales,3,Tech,1999,2,LabTech,99850,14,3,3,3,1,2,1,3,3,2,3,7.991452282157677,0.2853498595148516,0.0774577133992581,241,0.4688796680497925
0,2,R&D,5,LifeSci,2000,3,LabTech,36970,13,23,1,3,1,2,4,2,3,3,3,6.704065972222223,0.3017268972426675,0.0569355842486065,240,0.0
0,1,R&D,3,LifeSci,2001,2,HealthRep,74570,11,10,1,8,1,7,3,3,4,4,3,6.568142791551883,0.3036256512649458,0.0817356031387248,242,0.0
1,1,R&D,4,LifeSci,2002,2,SalesExec,21190,15,24,3,20,3,6,2,1,3,3,3,6.171379184861718,0.297436402467384,0.0471161239460515,229,0.0
0,1,Sales,4,Marketing,2003,4,SalesExec,39830,12,9,3,3,1,2,4,4,3,3,3,6.380267489711934,0.2978396545265975,0.0642082960959424,243,0.0
1,1,Sales,4,LifeSci,2004,3,SalesRep,61180,21,9,3,8,4,7,4,1,3,2,4,9.781843220338985,0.3150399378146337,0.0561072963211774,236,1.0
1,2,R&D,2,LifeSci,2005,1,SalesExec,62140,19,14,3,13,3,8,1,3,3,3,3,7.778514292300599,0.3182806066969927,0.0757143371720666,241,0.2489626556016597
0,1,HR,1,HR,2006,2,Scientist,63470,15,4,2,4,2,2,1,3,2,3,3,6.709533195020747,0.2978384396121117,0.0720675855248825,241,0.0
0,2,Sales,4,Marketing,2007,1,Scientist,115100,14,7,5,6,0,4,1,4,2,3,3,6.721144957983193,0.306746683946119,0.0478394066222263,238,0.0
0,1,R&D,4,LifeSci,2008,4,SalesExec,71430,21,8,6,1,0,0,4,4,3,2,4,10.592145947176686,0.3019648335407432,0.0714919917309035,244,1.0
1,1,HR,4,HR,2009,2,Scientist,82680,12,7,3,7,5,6,4,4,4,2,3,10.865674264007598,0.2816647968347754,0.1038502054823421,234,1.0
1,1,Sales,2,Marketing,2010,2,SalesExec,80950,15,1,3,1,0,0,1,3,2,4,3,7.7896793037672865,0.319285422082447,0.039447924684516,233,0.278969957081545
1,1,R&D,2,LifeSci,2011,4,MfgDir,29040,13,5,2,2,2,2,1,2,3,3,3,10.216215419501133,0.2958353448011893,0.0926591041141185,245,1.0
0,1,R&D,1,LifeSci,2012,4,Scientist,60320,14,23,2,22,13,7,4,1,3,2,3,6.808238425925926,0.2974276316237278,0.0627745741855768,240,0.0
1,2,R&D,3,LifeSci,2013,2,Manager,29760,14,1,3,1,0,0,1,2,3,3,3,6.281261134552274,0.2816346477316192,0.0633611047575418,237,0.0
1,2,R&D,4,Medical,2014,2,Scientist,159920,14,5,3,0,0,0,4,3,3,3,3,10.508785612535616,0.306895900919677,0.0418530002668724,234,1.0
0,2,Sales,3,Medical,2015,2,Scientist,46490,12,4,2,3,0,2,4,2,3,2,3,8.008199152542373,0.2812478590130712,0.0839353430396587,236,0.4872881355932203
0,0,Sales,1,Marketing,2016,2,ResearchDir,26960,23,6,3,0,0,0,3,4,3,3,4,7.104967992684042,0.3051658634340646,0.0730487493175347,243,0.0
0,0,Sales,1,LifeSci,2017,2,SalesExec,23700,11,27,3,5,2,1,1,4,3,3,3,6.198536324786325,0.28416897354084,0.0737841025431206,234,0.0
0,0,R&D,3,Medical,2018,2,HR,125040,12,15,2,15,4,12,2,3,3,3,3,6.020285913528592,0.2976790269132895,0.0610680812089549,239,0.0
0,1,Sales,3,LifeSci,2019,1,SalesExec,59740,18,18,6,8,4,0,2,2,3,3,3,8.013191411935953,0.2955965206922631,0.0556720141245396,229,0.5021834061135371
0,1,R&D,2,Medical,2020,1,Scientist,47360,11,9,3,8,2,7,3,3,3,2,3,10.692461645746167,0.2781489119896003,0.04175431223946,239,1.0
0,1,R&D,3,Medical,2021,4,Scientist,52960,14,11,3,7,1,7,3,4,3,4,3,6.31456611570248,0.2970867190950708,0.0810676381823235,242,0.0
0,1,HR,3,HR,2022,4,LabTech,67810,15,10,2,9,1,7,4,2,2,3,3,6.909151101532567,0.298605630603729,0.0486946702912855,232,0.0
0,1,R&D,4,Medical,2023,3,SalesExec,21740,11,23,3,12,4,9,1,3,3,3,3,6.393413225172075,0.3037272655185556,0.0514644497325331,226,0.0
0,1,R&D,4,Medical,2024,1,SalesExec,66530,20,10,2,1,0,0,4,2,3,3,4,7.378476430976431,0.3166486443389233,0.0741348561463176,231,0.0216450216450216
0,2,R&D,3,Medical,2025,2,LabTech,96990,19,18,3,8,0,1,3,1,3,3,3,7.070169880624427,0.2871119832175263,0.0531344785584139,242,0.0
1,2,Sales,3,Marketing,2026,2,HealthRep,67550,14,21,2,18,11,5,1,4,3,3,3,7.2104051431344,0.2958719458689005,0.0521670386232762,229,0.0043668122270742
0,1,R&D,1,LifeSci,2027,1,HealthRep,22130,17,21,4,20,4,9,3,3,4,3,3,6.00847508001829,0.3053834793477912,0.0550030922915896,243,0.0
0,1,R&D,4,LifeSci,2028,1,Scientist,26100,11,2,3,2,2,2,4,2,4,2,3,10.507815055315056,0.3071262062878665,0.076438014777987,231,1.0
0,0,R&D,3,LifeSci,2029,1,LabTech,28510,15,9,2,5,0,3,3,2,2,3,3,6.212142203932327,0.3019384358144876,0.0924472769441845,243,0.0
0,0,R&D,3,Medical,2030,3,SalesRep,34520,13,18,4,11,0,9,1,4,3,4,3,7.214043468154347,0.2966484667962311,0.0691134764926689,239,0.0
0,2,R&D,3,LifeSci,2031,1,SalesExec,52580,14,3,5,2,2,2,3,4,3,3,3,6.611494928538497,0.3069125480325152,0.0896352525043098,241,0.0
0,1,Sales,4,Marketing,2032,1,SalesExec,93550,11,6,4,5,0,4,1,2,1,3,3,7.515389123300516,0.2925684678280984,0.0643676247252063,237,0.050632911392405
0,2,R&D,2,Other,2033,1,MfgDir,104960,13,5,2,5,0,2,4,4,3,3,3,6.602540381791483,0.2952214418079856,0.0442414161745512,227,0.0
0,1,Sales,2,Medical,2034,1,SalesExec,63800,23,22,1,9,2,3,4,2,3,2,4,7.179248024174802,0.2980442546487306,0.0521117461140485,239,0.00836820083682
0,2,Sales,1,Tech,2035,2,SalesExec,26570,13,5,3,3,0,2,4,3,2,2,3,8.006655188246096,0.2938386730700641,0.0519420393374429,242,0.5
0,2,R&D,4,Medical,2036,3,Scientist,27160,18,8,2,7,1,1,4,2,2,1,3,7.090194444444444,0.2740536633643672,0.0514428192463228,240,0.0
0,1,Sales,2,LifeSci,2037,1,HealthRep,22010,12,16,3,1,0,0,2,4,3,4,3,7.204965127465128,0.28896026464002,0.0607009309987572,231,0.0086580086580086
0,1,Sales,2,Other,2038,2,HealthRep,65400,22,10,2,10,1,2,2,4,2,1,4,10.868111343561132,0.2785213160059819,0.065823644893919,239,1.0
0,1,R&D,3,Medical,2039,1,HR,38160,13,7,2,7,5,0,3,3,4,2,3,6.522217412217413,0.2908674591652354,0.0857912591850134,231,0.0
0,2,Sales,4,LifeSci,2040,1,Manager,52530,15,3,2,3,0,2,3,3,3,3,3,10.723506375227688,0.2847347105514397,0.0786444115459892,244,1.0
1,0,R&D,4,Medical,2041,3,LabTech,109650,18,0,5,0,0,0,3,3,3,4,3,6.990631091617934,0.2820570835500655,0.0682485911181204,228,0.0
1,1,R&D,2,LifeSci,2042,1,SalesExec,49360,14,6,2,5,0,3,1,1,3,2,3,8.961151761517616,0.3312759032745346,0.0363461732600291,246,1.0
0,1,R&D,2,Medical,2043,2,Scientist,25430,12,6,3,1,0,0,2,4,3,3,3,8.104184472934472,0.3133269031290929,0.0584515386292085,234,0.6367521367521367
1,2,Sales,3,Tech,2044,1,ResearchDir,53040,17,2,3,2,2,2,3,3,2,4,3,7.059042185338866,0.3094879042234379,0.0929753706809575,241,0.0
0,1,R&D,3,LifeSci,2045,3,MfgDir,166590,16,9,2,6,1,3,3,4,3,3,3,7.960137759710931,0.3163462881339126,0.0999068105002648,246,0.4756097560975609
0,1,R&D,2,Medical,2046,1,HealthRep,42600,11,4,2,4,2,2,4,3,3,3,3,7.396815776815776,0.3049832472087205,0.0853739026157073,231,0.0259740259740259
0,1,Sales,1,Marketing,2047,2,LabTech,24760,19,6,2,6,1,3,2,3,2,3,3,7.093543131739335,0.3118080022919717,0.0630416054091311,237,0.0
0,1,R&D,3,LifeSci,2048,3,LabTech,31020,13,6,3,5,1,4,3,3,1,2,3,6.788368770004573,0.3134740838594986,0.0662081036474219,243,0.0
1,1,R&D,3,LifeSci,2049,1,SalesExec,22440,12,11,5,11,3,10,4,1,1,1,3,6.798305898491083,0.3002230276379695,0.0572957241662455,243,0.0
0,2,R&D,4,Medical,2050,4,HR,75960,11,20,0,18,2,13,2,3,2,1,3,6.733001867413632,0.293063269990229,0.053840757424055,238,0.0
1,2,Sales,4,LifeSci,2051,1,LabTech,22850,16,22,3,21,13,14,3,1,2,1,3,8.040693296602388,0.3215738429480487,0.0556593403924019,242,0.5413223140495868
0,1,R&D,2,LifeSci,2052,4,LabTech,30340,21,9,3,6,1,5,2,1,4,2,4,7.692869167869168,0.2875073297133704,0.0717107222933292,231,0.1515151515151515
0,1,R&D,3,Medical,2053,1,HealthRep,57150,24,10,0,8,1,7,4,3,3,3,4,7.069662261380323,0.3049518038626372,0.0974652923039922,227,0.0
0,1,Sales,4,LifeSci,2054,1,LabTech,25760,17,6,3,4,1,2,4,2,3,3,3,7.866042884990253,0.296411409472318,0.0471281910275634,228,0.3684210526315789
1,1,R&D,4,LifeSci,2055,2,SalesExec,41970,13,1,3,1,0,0,3,4,2,1,3,10.264871332371332,0.2975916455803142,0.0615974118320368,231,1.0
0,1,R&D,4,LifeSci,2056,2,SalesRep,143360,21,8,3,8,0,7,1,4,3,3,4,7.49410320881226,0.3033641964520207,0.0640199686017899,232,0.0474137931034482
0,1,R&D,2,LifeSci,2057,1,MfgDir,34480,11,10,3,10,1,4,3,3,3,3,3,7.706898540489642,0.3115717158532551,0.0839994034659128,236,0.1779661016949152
0,2,R&D,4,LifeSci,2058,2,Scientist,194060,20,16,2,1,0,0,3,4,1,3,4,10.537147754137116,0.2874750380905084,0.0807738262499099,235,1.0
0,1,R&D,5,Medical,2059,2,Scientist,65380,16,15,3,7,6,4,3,2,4,3,3,6.889265710382514,0.2924270185677667,0.0594287555635384,244,0.0
0,2,R&D,2,LifeSci,2060,1,ResearchDir,43060,11,14,2,13,4,9,4,1,3,3,3,7.55042194092827,0.2959949897636533,0.068329186704349,237,0.0548523206751054
0,2,R&D,3,Medical,2061,2,LabTech,22580,11,2,2,2,2,2,4,4,4,3,3,7.985769774011299,0.2738599441186451,0.0871089570533376,236,0.4830508474576271
1,1,Sales,3,Marketing,2062,3,Scientist,45220,15,7,3,4,1,3,1,3,2,3,3,7.502324074074074,0.2797930866885624,0.0547002991036737,240,0.025
0,0,R&D,2,Other,2063,2,Scientist,44870,11,1,5,1,0,0,3,1,3,2,3,6.622759181775917,0.2873337323343438,0.0640656080883513,239,0.0
0,1,R&D,2,Other,2064,2,HealthRep,44490,15,28,3,5,4,2,4,1,3,1,3,6.281313969571231,0.307827848011421,0.0768647540026797,241,0.0
0,1,R&D,1,LifeSci,2065,1,LabTech,22180,24,10,1,10,0,8,2,4,3,3,4,7.507831425846447,0.318523140618677,0.0950131880796837,233,0.0772532188841201
0,1,R&D,4,LifeSci,2066,2,LabTech,191970,12,1,2,1,0,0,3,1,3,3,3,7.278348570089077,0.302110557514584,0.064513852126927,237,0.0042194092827004
0,1,R&D,3,LifeSci,2067,2,SalesRep,132120,13,7,4,3,0,2,1,3,2,3,3,8.794382716049382,0.2981219721224212,0.0545709438257512,234,1.0
0,1,R&D,4,LifeSci,2068,3,Scientist,65770,13,14,1,14,3,11,4,4,2,1,3,6.77259789525208,0.2871097845200031,0.0598621359848827,227,0.0
0,1,R&D,3,Medical,2069,5,ResearchDir,83920,17,2,5,2,1,2,1,3,2,3,3,6.708462962962964,0.2975619469800864,0.0299279848512598,240,0.0
1,1,HR,2,HR,2070,3,SalesExec,45580,13,6,2,6,0,2,3,3,3,1,3,10.428269318701416,0.3003219951611128,0.0789957740624068,243,1.0
0,1,R&D,4,LifeSci,2071,1,ResearchDir,40310,12,26,3,7,4,7,4,3,3,2,3,5.99468024691358,0.2872326612833948,0.05268693117736,225,0.0
0,1,R&D,3,Medical,2072,1,SalesExec,79690,14,6,3,5,1,3,2,4,2,3,3,8.899403910348116,0.2941331200857642,0.0607279204933229,233,1.0
1,2,R&D,4,Medical,2073,1,SalesRep,26540,24,1,5,0,0,0,3,4,3,2,4,9.89105984740105,0.2871611647097731,0.0414222109344387,233,1.0
0,1,R&D,3,LifeSci,2074,2,Scientist,165550,14,28,4,26,15,9,3,1,3,3,3,6.031081999029597,0.294209447240469,0.0672109750165953,229,0.0
0,0,R&D,3,LifeSci,2075,1,SalesRep,45560,13,6,4,0,0,0,4,3,3,3,3,6.196875603864733,0.2886340883065524,0.07760110264034,230,0.0
0,1,R&D,4,LifeSci,2076,1,Manager,60910,15,5,6,5,1,4,2,3,3,1,3,7.840530612244898,0.2975744618915059,0.077186785428947,245,0.2897959183673469
1,0,R&D,3,LifeSci,2077,2,SalesRep,195660,16,5,2,1,0,0,1,1,1,4,3,7.201252314814814,0.3036237227959417,0.0523205543482897,240,0.0
0,1,Sales,3,Marketing,2078,3,SalesExec,48100,18,8,3,4,0,3,3,1,3,2,3,7.487695162835249,0.2814456532560923,0.0470840728249032,232,0.0301724137931034
0,2,Sales,3,Medical,2079,1,MfgDir,45230,16,5,5,0,0,0,2,2,3,4,3,6.765425774134791,0.2915018982510641,0.0575464172557189,244,0.0
0,2,R&D,4,LifeSci,2080,2,HealthRep,32020,24,32,2,2,2,2,4,1,3,3,4,7.20008226037196,0.2982749915788463,0.0963580531997832,233,0.0042918454935622
0,1,R&D,3,Tech,2081,2,Scientist,23510,16,6,4,6,3,3,4,1,3,3,3,7.164030683403069,0.2976215367206017,0.0351116119877805,239,0.0
0,1,R&D,4,Other,2082,3,Manager,17020,21,25,2,4,0,3,4,2,3,3,4,7.305633101851852,0.294041891638552,0.0858995979505909,240,0.0041666666666666
0,1,Sales,4,Marketing,2083,1,LabTech,180410,20,15,3,7,1,7,3,1,3,2,4,8.515865209471768,0.3051708674922997,0.0542681025955673,244,0.9426229508196722
1,1,HR,4,HR,2084,3,MfgDir,28860,19,1,5,1,0,0,4,2,1,3,3,6.630590886939571,0.3060649834433648,0.0793387552170622,228,0.0
0,2,R&D,2,Medical,2085,1,SalesExec,20970,14,10,5,10,0,1,2,3,2,2,3,5.950504160548213,0.2934327472746555,0.0673714911505824,227,0.0
0,1,R&D,2,Medical,2086,2,SalesExec,119350,11,7,6,7,1,7,3,3,3,4,3,6.629711352657005,0.2783946586971452,0.0698082770878956,230,0.0
0,1,Sales,3,Marketing,2087,1,SalesExec,25460,14,10,2,10,8,9,3,3,2,3,3,5.99736409155937,0.2997275086970049,0.0685399165745359,233,0.0
0,1,R&D,4,Medical,2088,2,Scientist,25640,12,20,3,20,13,17,4,4,3,1,3,7.625331284153006,0.2926408383125734,0.0639680126378073,244,0.1147540983606557
0,1,R&D,4,Medical,2089,1,HR,84120,13,2,2,2,2,2,3,4,3,2,3,6.315777550091074,0.292179592943781,0.0423552291221756,244,0.0
0,1,Sales,1,Medical,2090,1,SalesExec,141180,22,12,3,6,1,4,4,4,2,3,4,6.200008101851852,0.2884223553373021,0.0750930669594745,240,0.0
0,0,R&D,4,Medical,2091,5,SalesExec,170460,11,10,3,4,0,3,4,1,4,2,3,7.506798185941043,0.2922578518707408,0.0763485706920768,245,0.0408163265306122
0,1,Sales,2,LifeSci,2092,2,SalesExec,25640,14,12,3,11,1,9,2,4,3,3,3,8.590920138888889,0.2995671140966854,0.0662534880705675,240,0.9708333333333332
0,2,Sales,3,LifeSci,2093,1,SalesExec,102660,11,2,3,2,2,2,3,2,3,3,3,7.303264760576476,0.3031470031095946,0.0899664481339223,239,0.00836820083682
0,2,R&D,3,LifeSci,2094,2,Scientist,50700,12,10,6,8,0,7,4,3,3,3,3,8.455582287308228,0.3121887363557384,0.0480122417253286,239,0.9246861924686192
0,1,Sales,2,Marketing,2095,4,HealthRep,178610,18,17,2,7,7,7,3,1,3,2,3,8.00474648229015,0.2726063064080228,0.0539692917170317,229,0.5327510917030568
0,1,Sales,2,Marketing,2096,1,Scientist,42300,12,15,0,14,4,10,1,4,3,3,3,6.08662962962963,0.3058909742053215,0.0559355727400263,240,0.0
0,1,R&D,3,Medical,2097,2,Scientist,37800,12,7,2,5,1,3,2,2,4,1,3,7.340324473180076,0.3176272846685945,0.0805658264608049,232,0.0344827586206896
0,1,R&D,2,Medical,2098,1,LabTech,27680,22,5,0,4,1,1,3,4,3,3,4,8.001937260536398,0.300768571642184,0.066984474828434,232,0.5086206896551724
0,1,Sales,3,Marketing,2099,1,Scientist,90710,19,12,2,11,5,7,4,2,3,2,3,9.193778475127846,0.3111633511846768,0.0640097850513373,239,1.0
0,2,HR,2,Medical,2100,1,SalesExec,106480,13,20,1,1,0,0,1,1,3,3,3,9.488813457854407,0.3016738383452295,0.0537877820341053,232,1.0
0,0,R&D,1,LifeSci,2101,2,SalesExec,136100,22,16,4,13,4,12,3,4,2,2,4,9.791557621671258,0.2847637066263239,0.0706740514545426,242,1.0
0,1,R&D,3,LifeSci,2102,3,MfgDir,34080,24,9,2,9,6,8,1,1,2,3,4,9.207650759734094,0.2969222020916482,0.0757161957298335,234,1.0
0,2,R&D,2,Medical,2103,2,SalesRep,29830,14,33,2,5,1,4,4,3,1,2,3,6.369145390070921,0.3026663786009455,0.0491440799924946,235,0.0
