Attrition,BusinessTravel,Department,Education,EducationField,EmployeeID,JobLevel,JobRole,MonthlyIncome,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,age_group
No,Travel_Rarely,Sales,1,Life Sciences,1927,1,Manufacturing Director,52490,21,32,2,5,1,3,4,4,2,2,4,45-55
No,Travel_Frequently,Sales,3,Marketing,1928,2,Human Resources,21760,14,6,2,6,1,2,3,2,3,2,3,25-35
No,Travel_Frequently,Sales,3,Other,1929,1,Laboratory Technician,168720,15,21,2,18,0,11,1,3,4,3,3,35-45
No,Travel_Rarely,Research & Development,4,Other,1930,2,Manufacturing Director,34850,17,4,2,2,2,2,3,2,3,3,3,25-35
No,Non-Travel,Sales,3,Medical,1931,1,Sales Executive,66440,12,9,3,9,0,8,4,1,3,4,3,35-45
No,Travel_Rarely,Sales,4,Medical,1932,2,Research Scientist,55820,16,9,3,9,0,7,4,4,3,3,3,45-55
Yes,Travel_Rarely,Sales,3,Life Sciences,1933,2,Healthcare Representative,40000,12,7,5,5,0,1,1,3,3,2,3,25-35
No,Travel_Rarely,Research & Development,3,Technical Degree,1934,2,Sales Executive,134960,18,22,3,12,1,5,4,3,3,3,3,45-55
No,Travel_Frequently,Research & Development,3,Technical Degree,1935,1,Manufacturing Director,32100,17,3,5,2,0,2,3,3,2,2,3,35-45
No,Travel_Rarely,Research & Development,3,Medical,1936,3,Human Resources,190450,11,13,2,8,0,7,4,3,3,3,3,45-55
No,Travel_Rarely,Sales,3,Life Sciences,1937,1,Healthcare Representative,118490,16,5,3,4,3,2,4,3,3,3,3,< 25
Yes,Travel_Rarely,Sales,3,Medical,1938,3,Healthcare Representative,20700,13,5,1,4,0,2,3,2,1,2,3,25-35
No,Travel_Frequently,Research & Development,2,Technical Degree,1939,2,Sales Executive,65020,12,4,3,4,0,3,3,1,3,3,3,25-35
No,Non-Travel,Sales,4,Other,1940,2,Manager,32300,12,0,3,0,0,0,2,4,3,3,3,< 25
No,Travel_Rarely,Sales,3,Medical,1941,1,Laboratory Technician,136030,13,22,2,10,0,8,3,3,3,3,3,45-55
No,Travel_Rarely,Research & Development,4,Medical,1942,1,Manufacturing Director,119960,19,16,3,16,10,1,3,3,2,3,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,1943,5,Healthcare Representative,56050,12,9,0,8,1,7,2,1,2,2,3,25-35
Yes,Travel_Rarely,Research & Development,2,Life Sciences,1944,2,Research Scientist,63970,17,1,3,1,0,0,4,1,3,3,3,< 25
Yes,Travel_Frequently,Research & Development,4,Medical,1945,1,Sales Executive,191440,11,4,3,3,1,2,2,2,3,3,3,25-35
No,Travel_Rarely,Sales,3,Marketing,1946,2,Research Scientist,175840,20,8,2,8,1,3,4,4,3,3,4,25-35
No,Travel_Rarely,Research & Development,3,Other,1947,2,Sales Representative,49070,21,4,2,4,1,1,2,1,2,3,4,< 25
No,Travel_Rarely,Human Resources,4,Medical,1948,2,Sales Executive,45540,11,19,3,2,2,2,1,3,3,3,3,45-55
No,Travel_Rarely,Sales,3,Medical,1949,1,Research Director,54150,11,27,1,15,4,8,3,3,3,3,3,45-55
No,Travel_Rarely,Research & Development,3,Life Sciences,1950,2,Research Scientist,47410,16,8,3,2,2,1,4,3,3,3,3,35-45
No,Travel_Rarely,Sales,3,Life Sciences,1951,3,Human Resources,21150,18,21,3,21,11,8,4,4,3,4,3,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,1952,2,Human Resources,31610,13,4,0,3,2,2,1,4,3,3,3,25-35
No,Travel_Rarely,Sales,3,Medical,1953,5,Sales Executive,57450,17,3,4,3,1,2,2,4,2,3,3,25-35
No,Travel_Rarely,Research & Development,4,Other,1954,1,Research Scientist,23730,14,21,3,1,0,0,4,3,3,4,3,35-45
No,Travel_Rarely,Sales,3,Medical,1955,2,Sales Executive,33100,22,8,3,1,0,0,1,4,3,4,4,45-55
No,Travel_Rarely,Research & Development,4,Medical,1956,5,Laboratory Technician,186650,12,30,3,5,4,3,3,4,3,2,3,> 65
Yes,Travel_Rarely,Sales,3,Marketing,1957,2,Laboratory Technician,44850,11,15,2,1,0,0,1,2,1,4,3,35-45
No,Travel_Frequently,Research & Development,2,Life Sciences,1958,2,Sales Executive,27890,13,17,2,8,6,7,3,2,3,2,3,45-55
No,Non-Travel,Research & Development,1,Life Sciences,1959,2,Research Scientist,58280,13,21,0,21,5,10,2,3,3,3,3,35-45
No,Travel_Rarely,Research & Development,2,Other,1960,1,Laboratory Technician,23260,14,19,3,1,0,0,2,4,3,4,3,35-45
Yes,Non-Travel,Research & Development,1,Life Sciences,1961,1,Manufacturing Director,135250,17,7,4,2,2,2,2,1,3,2,3,25-35
Yes,Travel_Rarely,Research & Development,4,Medical,1962,4,Human Resources,14200,13,33,2,32,6,9,1,4,3,4,3,45-55
No,Travel_Rarely,Research & Development,3,Life Sciences,1963,1,Healthcare Representative,80200,11,23,2,12,11,11,4,4,3,3,3,35-45
No,Non-Travel,Human Resources,2,Life Sciences,1964,1,Laboratory Technician,36880,11,19,3,18,0,13,4,3,3,2,3,45-55
Yes,Travel_Rarely,Sales,4,Technical Degree,1965,4,Sales Executive,54820,18,18,3,17,15,14,3,1,3,3,3,35-45
No,Travel_Frequently,Sales,3,Marketing,1966,1,Sales Executive,160150,11,21,3,21,2,8,4,1,3,4,3,35-45
No,Non-Travel,Sales,2,Technical Degree,1967,5,Sales Representative,12000,11,3,3,2,2,2,2,4,2,3,3,25-35
No,Travel_Rarely,Research & Development,2,Other,1968,1,Human Resources,56610,12,26,2,9,1,1,4,4,4,2,3,35-45
No,Non-Travel,Research & Development,3,Medical,1969,2,Manager,69290,20,10,6,8,7,7,4,3,3,1,4,25-35
No,Travel_Rarely,Sales,4,Marketing,1970,2,Research Director,96130,12,16,5,15,0,9,2,4,2,2,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,1971,2,Research Scientist,56740,12,14,6,6,0,4,2,4,1,3,3,> 65
No,Travel_Rarely,Research & Development,1,Medical,1972,2,Sales Executive,54840,20,6,6,6,0,4,2,2,3,3,4,35-45
No,Travel_Frequently,Sales,2,Medical,1973,2,Research Scientist,120610,20,30,2,15,6,12,3,2,3,4,4,45-55
Yes,Travel_Rarely,Research & Development,2,Life Sciences,1974,1,Research Scientist,56600,12,9,3,1,0,0,1,3,2,3,3,35-45
Yes,Travel_Frequently,Sales,3,Life Sciences,1975,2,Research Scientist,48210,14,6,2,3,1,2,1,1,3,3,3,25-35
No,Travel_Rarely,Research & Development,2,Life Sciences,1976,1,Sales Representative,64100,13,1,5,1,0,0,3,3,3,2,3,25-35
No,Travel_Rarely,Research & Development,3,Other,1977,2,Sales Representative,52100,15,1,1,1,0,0,4,2,3,4,3,25-35
No,Travel_Frequently,Sales,4,Medical,1978,2,Research Scientist,26950,14,8,4,2,2,2,3,3,3,1,3,35-45
No,Travel_Rarely,Research & Development,4,Life Sciences,1979,1,Sales Executive,118780,13,29,2,8,7,7,2,3,2,3,3,45-55
No,Travel_Rarely,Research & Development,3,Life Sciences,1980,1,Laboratory Technician,170680,23,8,6,4,0,1,4,2,2,3,4,35-45
No,Travel_Rarely,Human Resources,3,Medical,1981,5,Sales Executive,24550,15,8,2,7,7,5,3,1,2,3,3,35-45
No,Travel_Frequently,Research & Development,3,Medical,1982,2,Laboratory Technician,139640,11,5,1,5,1,3,1,3,3,2,3,25-35
No,Travel_Rarely,Research & Development,1,Medical,1983,3,Research Scientist,49410,13,23,2,2,2,2,4,4,3,2,3,45-55
No,Travel_Rarely,Research & Development,3,Medical,1984,2,Manufacturing Director,24780,11,13,0,9,7,0,3,3,3,3,3,45-55
No,Travel_Frequently,Research & Development,2,Life Sciences,1985,2,Manufacturing Director,52280,11,18,4,5,0,3,1,3,3,3,3,> 65
No,Travel_Rarely,Research & Development,2,Life Sciences,1986,2,Human Resources,44780,18,15,3,14,7,8,4,4,2,3,3,35-45
No,Non-Travel,Research & Development,3,Medical,1987,2,Manager,75470,16,31,2,9,6,2,3,1,4,2,3,45-55
No,Travel_Rarely,Sales,2,Life Sciences,1988,3,Research Scientist,50550,22,18,2,1,0,0,3,4,3,2,4,35-45
Yes,Travel_Frequently,Sales,3,Marketing,1989,3,Sales Executive,34640,20,2,3,2,0,2,4,4,3,2,4,< 25
Yes,Travel_Rarely,Research & Development,4,Life Sciences,1990,1,Manager,57750,18,1,2,1,1,0,3,1,2,3,3,< 25
No,Travel_Rarely,Sales,3,Marketing,1991,3,Healthcare Representative,89430,12,19,6,16,1,7,4,1,3,3,3,45-55
Yes,Travel_Rarely,Sales,3,Medical,1992,2,Research Scientist,192720,20,18,2,10,2,7,1,3,4,3,4,45-55
Yes,Non-Travel,Research & Development,4,Life Sciences,1993,4,Laboratory Technician,52380,17,10,4,10,1,9,2,1,2,2,3,25-35
No,Travel_Rarely,Research & Development,4,Medical,1994,2,Sales Executive,46820,11,6,3,5,1,3,1,1,3,1,3,25-35
No,Travel_Rarely,Research & Development,3,Medical,1995,1,Sales Executive,183000,14,7,6,6,0,2,3,1,2,3,3,25-35
No,Travel_Rarely,Sales,4,Life Sciences,1996,1,Research Director,52570,14,10,2,10,0,8,2,3,3,4,3,35-45
No,Travel_Rarely,Research & Development,3,Technical Degree,1997,1,Sales Executive,63490,11,20,3,19,1,9,3,3,2,3,3,35-45
No,Travel_Rarely,Sales,4,Marketing,1998,1,Sales Executive,48690,12,14,2,11,11,1,1,4,3,3,3,35-45
No,Non-Travel,Sales,3,Technical Degree,1999,2,Laboratory Technician,99850,14,3,3,3,1,2,1,3,3,2,3,25-35
No,Travel_Frequently,Research & Development,5,Life Sciences,2000,3,Laboratory Technician,36970,13,23,1,3,1,2,4,2,3,3,3,45-55
No,Travel_Rarely,Research & Development,3,Life Sciences,2001,2,Healthcare Representative,74570,11,10,1,8,1,7,3,3,4,4,3,25-35
Yes,Travel_Rarely,Research & Development,4,Life Sciences,2002,2,Sales Executive,21190,15,24,3,20,3,6,2,1,3,3,3,35-45
No,Travel_Rarely,Sales,4,Marketing,2003,4,Sales Executive,39830,12,9,3,3,1,2,4,4,3,3,3,25-35
Yes,Travel_Rarely,Sales,4,Life Sciences,2004,3,Sales Representative,61180,21,9,3,8,4,7,4,1,3,2,4,25-35
Yes,Travel_Frequently,Research & Development,2,Life Sciences,2005,1,Sales Executive,62140,19,14,3,13,3,8,1,3,3,3,3,25-35
No,Travel_Rarely,Human Resources,1,Human Resources,2006,2,Research Scientist,63470,15,4,2,4,2,2,1,3,2,3,3,25-35
No,Travel_Frequently,Sales,4,Marketing,2007,1,Research Scientist,115100,14,7,5,6,0,4,1,4,2,3,3,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,2008,4,Sales Executive,71430,21,8,6,1,0,0,4,4,3,2,4,35-45
Yes,Travel_Rarely,Human Resources,4,Human Resources,2009,2,Research Scientist,82680,12,7,3,7,5,6,4,4,4,2,3,< 25
Yes,Travel_Rarely,Sales,2,Marketing,2010,2,Sales Executive,80950,15,1,3,1,0,0,1,3,2,4,3,25-35
Yes,Travel_Rarely,Research & Development,2,Life Sciences,2011,4,Manufacturing Director,29040,13,5,2,2,2,2,1,2,3,3,3,25-35
No,Travel_Rarely,Research & Development,1,Life Sciences,2012,4,Research Scientist,60320,14,23,2,22,13,7,4,1,3,2,3,35-45
Yes,Travel_Frequently,Research & Development,3,Life Sciences,2013,2,Manager,29760,14,1,3,1,0,0,1,2,3,3,3,25-35
Yes,Travel_Frequently,Research & Development,4,Medical,2014,2,Research Scientist,159920,14,5,3,0,0,0,4,3,3,3,3,45-55
No,Travel_Frequently,Sales,3,Medical,2015,2,Research Scientist,46490,12,4,2,3,0,2,4,2,3,2,3,25-35
No,Non-Travel,Sales,1,Marketing,2016,2,Research Director,26960,23,6,3,0,0,0,3,4,3,3,4,25-35
No,Non-Travel,Sales,1,Life Sciences,2017,2,Sales Executive,23700,11,27,3,5,2,1,1,4,3,3,3,45-55
No,Non-Travel,Research & Development,3,Medical,2018,2,Human Resources,125040,12,15,2,15,4,12,2,3,3,3,3,35-45
No,Travel_Rarely,Sales,3,Life Sciences,2019,1,Sales Executive,59740,18,18,6,8,4,0,2,2,3,3,3,45-55
No,Travel_Rarely,Research & Development,2,Medical,2020,1,Research Scientist,47360,11,9,3,8,2,7,3,3,3,2,3,35-45
No,Travel_Rarely,Research & Development,3,Medical,2021,4,Research Scientist,52960,14,11,3,7,1,7,3,4,3,4,3,25-35
No,Travel_Rarely,Human Resources,3,Human Resources,2022,4,Laboratory Technician,67810,15,10,2,9,1,7,4,2,2,3,3,25-35
No,Travel_Rarely,Research & Development,4,Medical,2023,3,Sales Executive,21740,11,23,3,12,4,9,1,3,3,3,3,45-55
No,Travel_Rarely,Research & Development,4,Medical,2024,1,Sales Executive,66530,20,10,2,1,0,0,4,2,3,3,4,35-45
No,Travel_Frequently,Research & Development,3,Medical,2025,2,Laboratory Technician,96990,19,18,3,8,0,1,3,1,3,3,3,35-45
Yes,Travel_Frequently,Sales,3,Marketing,2026,2,Healthcare Representative,67550,14,21,2,18,11,5,1,4,3,3,3,35-45
No,Travel_Rarely,Research & Development,1,Life Sciences,2027,1,Healthcare Representative,22130,17,21,4,20,4,9,3,3,4,3,3,35-45
No,Travel_Rarely,Research & Development,4,Life Sciences,2028,1,Research Scientist,26100,11,2,3,2,2,2,4,2,4,2,3,< 25
No,Non-Travel,Research & Development,3,Life Sciences,2029,1,Laboratory Technician,28510,15,9,2,5,0,3,3,2,2,3,3,35-45
No,Non-Travel,Research & Development,3,Medical,2030,3,Sales Representative,34520,13,18,4,11,0,9,1,4,3,4,3,35-45
No,Travel_Frequently,Research & Development,3,Life Sciences,2031,1,Sales Executive,52580,14,3,5,2,2,2,3,4,3,3,3,25-35
No,Travel_Rarely,Sales,4,Marketing,2032,1,Sales Executive,93550,11,6,4,5,0,4,1,2,1,3,3,25-35
No,Travel_Frequently,Research & Development,2,Other,2033,1,Manufacturing Director,104960,13,5,2,5,0,2,4,4,3,3,3,25-35
No,Travel_Rarely,Sales,2,Medical,2034,1,Sales Executive,63800,23,22,1,9,2,3,4,2,3,2,4,45-55
No,Travel_Frequently,Sales,1,Technical Degree,2035,2,Sales Executive,26570,13,5,3,3,0,2,4,3,2,2,3,25-35
No,Travel_Frequently,Research & Development,4,Medical,2036,3,Research Scientist,27160,18,8,2,7,1,1,4,2,2,1,3,25-35
No,Travel_Rarely,Sales,2,Life Sciences,2037,1,Healthcare Representative,22010,12,16,3,1,0,0,2,4,3,4,3,35-45
No,Travel_Rarely,Sales,2,Other,2038,2,Healthcare Representative,65400,22,10,2,10,1,2,2,4,2,1,4,25-35
No,Travel_Rarely,Research & Development,3,Medical,2039,1,Human Resources,38160,13,7,2,7,5,0,3,3,4,2,3,35-45
No,Travel_Frequently,Sales,4,Life Sciences,2040,1,Manager,52530,15,3,2,3,0,2,3,3,3,3,3,25-35
Yes,Non-Travel,Research & Development,4,Medical,2041,3,Laboratory Technician,109650,18,0,5,0,0,0,3,3,3,4,3,< 25
Yes,Travel_Rarely,Research & Development,2,Life Sciences,2042,1,Sales Executive,49360,14,6,2,5,0,3,1,1,3,2,3,25-35
No,Travel_Rarely,Research & Development,2,Medical,2043,2,Research Scientist,25430,12,6,3,1,0,0,2,4,3,3,3,35-45
Yes,Travel_Frequently,Sales,3,Technical Degree,2044,1,Research Director,53040,17,2,3,2,2,2,3,3,2,4,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,2045,3,Manufacturing Director,166590,16,9,2,6,1,3,3,4,3,3,3,35-45
No,Travel_Rarely,Research & Development,2,Medical,2046,1,Healthcare Representative,42600,11,4,2,4,2,2,4,3,3,3,3,25-35
No,Travel_Rarely,Sales,1,Marketing,2047,2,Laboratory Technician,24760,19,6,2,6,1,3,2,3,2,3,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,2048,3,Laboratory Technician,31020,13,6,3,5,1,4,3,3,1,2,3,25-35
Yes,Travel_Rarely,Research & Development,3,Life Sciences,2049,1,Sales Executive,22440,12,11,5,11,3,10,4,1,1,1,3,25-35
No,Travel_Frequently,Research & Development,4,Medical,2050,4,Human Resources,75960,11,20,0,18,2,13,2,3,2,1,3,35-45
Yes,Travel_Frequently,Sales,4,Life Sciences,2051,1,Laboratory Technician,22850,16,22,3,21,13,14,3,1,2,1,3,35-45
No,Travel_Rarely,Research & Development,2,Life Sciences,2052,4,Laboratory Technician,30340,21,9,3,6,1,5,2,1,4,2,4,35-45
No,Travel_Rarely,Research & Development,3,Medical,2053,1,Healthcare Representative,57150,24,10,0,8,1,7,4,3,3,3,4,25-35
No,Travel_Rarely,Sales,4,Life Sciences,2054,1,Laboratory Technician,25760,17,6,3,4,1,2,4,2,3,3,3,< 25
Yes,Travel_Rarely,Research & Development,4,Life Sciences,2055,2,Sales Executive,41970,13,1,3,1,0,0,3,4,2,1,3,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,2056,2,Sales Representative,143360,21,8,3,8,0,7,1,4,3,3,4,25-35
No,Travel_Rarely,Research & Development,2,Life Sciences,2057,1,Manufacturing Director,34480,11,10,3,10,1,4,3,3,3,3,3,25-35
No,Travel_Frequently,Research & Development,4,Life Sciences,2058,2,Research Scientist,194060,20,16,2,1,0,0,3,4,1,3,4,35-45
No,Travel_Rarely,Research & Development,5,Medical,2059,2,Research Scientist,65380,16,15,3,7,6,4,3,2,4,3,3,25-35
No,Travel_Frequently,Research & Development,2,Life Sciences,2060,1,Research Director,43060,11,14,2,13,4,9,4,1,3,3,3,25-35
No,Travel_Frequently,Research & Development,3,Medical,2061,2,Laboratory Technician,22580,11,2,2,2,2,2,4,4,4,3,3,25-35
Yes,Travel_Rarely,Sales,3,Marketing,2062,3,Research Scientist,45220,15,7,3,4,1,3,1,3,2,3,3,35-45
No,Non-Travel,Research & Development,2,Other,2063,2,Research Scientist,44870,11,1,5,1,0,0,3,1,3,2,3,25-35
No,Travel_Rarely,Research & Development,2,Other,2064,2,Healthcare Representative,44490,15,28,3,5,4,2,4,1,3,1,3,> 65
No,Travel_Rarely,Research & Development,1,Life Sciences,2065,1,Laboratory Technician,22180,24,10,1,10,0,8,2,4,3,3,4,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,2066,2,Laboratory Technician,191970,12,1,2,1,0,0,3,1,3,3,3,< 25
No,Travel_Rarely,Research & Development,3,Life Sciences,2067,2,Sales Representative,132120,13,7,4,3,0,2,1,3,2,3,3,35-45
No,Travel_Rarely,Research & Development,4,Life Sciences,2068,3,Research Scientist,65770,13,14,1,14,3,11,4,4,2,1,3,35-45
No,Travel_Rarely,Research & Development,3,Medical,2069,5,Research Director,83920,17,2,5,2,1,2,1,3,2,3,3,< 25
Yes,Travel_Rarely,Human Resources,2,Human Resources,2070,3,Sales Executive,45580,13,6,2,6,0,2,3,3,3,1,3,35-45
No,Travel_Rarely,Research & Development,4,Life Sciences,2071,1,Research Director,40310,12,26,3,7,4,7,4,3,3,2,3,45-55
No,Travel_Rarely,Research & Development,3,Medical,2072,1,Sales Executive,79690,14,6,3,5,1,3,2,4,2,3,3,25-35
Yes,Travel_Frequently,Research & Development,4,Medical,2073,1,Sales Representative,26540,24,1,5,0,0,0,3,4,3,2,4,< 25
No,Travel_Rarely,Research & Development,3,Life Sciences,2074,2,Research Scientist,165550,14,28,4,26,15,9,3,1,3,3,3,45-55
No,Non-Travel,Research & Development,3,Life Sciences,2075,1,Sales Representative,45560,13,6,4,0,0,0,4,3,3,3,3,35-45
No,Travel_Rarely,Research & Development,4,Life Sciences,2076,1,Manager,60910,15,5,6,5,1,4,2,3,3,1,3,25-35
Yes,Non-Travel,Research & Development,3,Life Sciences,2077,2,Sales Representative,195660,16,5,2,1,0,0,1,1,1,4,3,35-45
No,Travel_Rarely,Sales,3,Marketing,2078,3,Sales Executive,48100,18,8,3,4,0,3,3,1,3,2,3,25-35
No,Travel_Frequently,Sales,3,Medical,2079,1,Manufacturing Director,45230,16,5,5,0,0,0,2,2,3,4,3,35-45
No,Travel_Frequently,Research & Development,4,Life Sciences,2080,2,Healthcare Representative,32020,24,32,2,2,2,2,4,1,3,3,4,45-55
No,Travel_Rarely,Research & Development,3,Technical Degree,2081,2,Research Scientist,23510,16,6,4,6,3,3,4,1,3,3,3,25-35
No,Travel_Rarely,Research & Development,4,Other,2082,3,Manager,17020,21,25,2,4,0,3,4,2,3,3,4,45-55
No,Travel_Rarely,Sales,4,Marketing,2083,1,Laboratory Technician,180410,20,15,3,7,1,7,3,1,3,2,4,25-35
Yes,Travel_Rarely,Human Resources,4,Human Resources,2084,3,Manufacturing Director,28860,19,1,5,1,0,0,4,2,1,3,3,< 25
No,Travel_Frequently,Research & Development,2,Medical,2085,1,Sales Executive,20970,14,10,5,10,0,1,2,3,2,2,3,25-35
No,Travel_Rarely,Research & Development,2,Medical,2086,2,Sales Executive,119350,11,7,6,7,1,7,3,3,3,4,3,35-45
No,Travel_Rarely,Sales,3,Marketing,2087,1,Sales Executive,25460,14,10,2,10,8,9,3,3,2,3,3,25-35
No,Travel_Rarely,Research & Development,4,Medical,2088,2,Research Scientist,25640,12,20,3,20,13,17,4,4,3,1,3,35-45
No,Travel_Rarely,Research & Development,4,Medical,2089,1,Human Resources,84120,13,2,2,2,2,2,3,4,3,2,3,< 25
No,Travel_Rarely,Sales,1,Medical,2090,1,Sales Executive,141180,22,12,3,6,1,4,4,4,2,3,4,45-55
No,Non-Travel,Research & Development,4,Medical,2091,5,Sales Executive,170460,11,10,3,4,0,3,4,1,4,2,3,35-45
No,Travel_Rarely,Sales,2,Life Sciences,2092,2,Sales Executive,25640,14,12,3,11,1,9,2,4,3,3,3,> 65
No,Travel_Frequently,Sales,3,Life Sciences,2093,1,Sales Executive,102660,11,2,3,2,2,2,3,2,3,3,3,25-35
No,Travel_Frequently,Research & Development,3,Life Sciences,2094,2,Research Scientist,50700,12,10,6,8,0,7,4,3,3,3,3,25-35
No,Travel_Rarely,Sales,2,Marketing,2095,4,Healthcare Representative,178610,18,17,2,7,7,7,3,1,3,2,3,35-45
No,Travel_Rarely,Sales,2,Marketing,2096,1,Research Scientist,42300,12,15,0,14,4,10,1,4,3,3,3,25-35
No,Travel_Rarely,Research & Development,3,Medical,2097,2,Research Scientist,37800,12,7,2,5,1,3,2,2,4,1,3,35-45
No,Travel_Rarely,Research & Development,2,Medical,2098,1,Laboratory Technician,27680,22,5,0,4,1,1,3,4,3,3,4,< 25
No,Travel_Rarely,Sales,3,Marketing,2099,1,Research Scientist,90710,19,12,2,11,5,7,4,2,3,2,3,25-35
No,Travel_Frequently,Human Resources,2,Medical,2100,1,Sales Executive,106480,13,20,1,1,0,0,1,1,3,3,3,35-45
No,Non-Travel,Research & Development,1,Life Sciences,2101,2,Sales Executive,136100,22,16,4,13,4,12,3,4,2,2,4,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,2102,3,Manufacturing Director,34080,24,9,2,9,6,8,1,1,2,3,4,25-35
No,Travel_Frequently,Research & Development,2,Medical,2103,2,Sales Representative,29830,14,33,2,5,1,4,4,3,1,2,3,45-55
No,Travel_Rarely,Human Resources,4,Life Sciences,2104,5,Laboratory Technician,76320,21,10,3,10,7,7,1,4,3,3,4,35-45
Yes,Non-Travel,Sales,2,Other,2105,3,Healthcare Representative,98240,18,1,2,1,0,0,1,2,4,3,3,< 25
No,Travel_Rarely,Research & Development,4,Life Sciences,2106,1,Manufacturing Director,99500,20,3,3,3,1,2,1,4,3,3,4,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,2107,2,Sales Executive,20930,19,36,2,10,0,9,4,4,3,3,3,45-55
No,Travel_Rarely,Research & Development,3,Life Sciences,2108,2,Laboratory Technician,99800,12,6,1,6,0,1,3,1,2,3,3,25-35
No,Travel_Rarely,Sales,1,Marketing,2109,1,Sales Executive,38940,12,10,3,10,1,8,3,1,3,4,3,25-35
No,Travel_Rarely,Research & Development,4,Technical Degree,2110,1,Research Scientist,40510,16,13,3,6,0,5,3,4,3,3,3,> 65
No,Travel_Rarely,Research & Development,2,Life Sciences,2111,3,Laboratory Technician,168350,17,25,3,8,0,7,3,4,3,3,3,35-45
No,Travel_Rarely,Sales,4,Life Sciences,2112,2,Research Scientist,62300,14,23,2,1,0,0,1,3,4,2,3,45-55
No,Travel_Frequently,Sales,2,Marketing,2113,1,Laboratory Technician,47170,19,12,3,11,0,7,3,2,2,3,3,35-45
No,Travel_Rarely,Research & Development,4,Life Sciences,2114,2,Laboratory Technician,132370,13,7,2,1,0,0,4,2,2,4,3,45-55
No,Travel_Rarely,Research & Development,4,Life Sciences,2115,2,Laboratory Technician,37550,19,5,2,5,0,3,1,3,3,3,3,25-35
No,Travel_Rarely,Sales,4,Medical,2116,1,Laboratory Technician,65820,19,6,3,6,1,0,3,4,3,3,3,25-35
No,Travel_Rarely,Sales,1,Marketing,2117,2,Manufacturing Director,74060,14,25,2,1,0,0,4,4,4,3,3,45-55
No,Travel_Rarely,Research & Development,3,Technical Degree,2118,2,Healthcare Representative,48050,16,9,2,7,1,7,4,4,2,3,3,25-35
No,Travel_Rarely,Sales,4,Medical,2119,2,Laboratory Technician,27410,15,2,3,1,0,0,3,3,2,3,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,2120,1,Laboratory Technician,42620,18,26,2,22,3,10,2,2,3,3,3,35-45
No,Travel_Rarely,Research & Development,2,Life Sciences,2121,2,Research Scientist,161840,13,10,2,9,0,8,4,3,3,4,3,25-35
No,Travel_Rarely,Sales,4,Marketing,2122,3,Laboratory Technician,115570,22,1,0,1,0,1,2,4,3,3,4,< 25
No,Travel_Rarely,Sales,3,Medical,2123,3,Laboratory Technician,18780,13,1,2,1,0,1,4,3,3,3,3,< 25
Yes,Travel_Frequently,Research & Development,1,Life Sciences,2124,1,Manufacturing Director,109320,11,1,3,1,1,0,3,4,3,3,3,< 25
No,Travel_Rarely,Human Resources,3,Life Sciences,2125,2,Research Scientist,68110,11,8,4,8,2,2,3,4,2,3,3,25-35
Yes,Travel_Rarely,Human Resources,3,Human Resources,2126,2,Laboratory Technician,43060,11,26,3,24,1,11,1,2,3,3,3,35-45
No,Non-Travel,Research & Development,3,Life Sciences,2127,2,Manager,48590,24,34,3,33,15,0,4,2,3,4,4,45-55
Yes,Travel_Frequently,Research & Development,2,Medical,2128,4,Research Scientist,53370,14,2,2,2,2,2,1,3,1,3,3,< 25
No,Travel_Rarely,Research & Development,4,Life Sciences,2129,1,Manufacturing Director,23400,13,26,2,11,0,8,4,2,3,1,3,45-55
No,Travel_Rarely,Sales,4,Medical,2130,3,Sales Representative,74910,14,4,3,3,0,2,3,1,3,2,3,25-35
No,Travel_Frequently,Research & Development,3,Life Sciences,2131,2,Research Director,105270,14,31,3,29,11,10,4,2,2,3,3,45-55
No,Travel_Rarely,Research & Development,2,Life Sciences,2132,2,Research Scientist,165950,21,25,2,9,5,4,4,4,2,3,4,> 65
No,Travel_Frequently,Sales,4,Medical,2133,3,Research Scientist,88340,13,15,1,11,5,10,3,2,4,3,3,25-35
No,Travel_Frequently,Research & Development,3,Other,2134,1,Manager,55770,19,5,3,4,0,2,4,3,2,3,3,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,2135,2,Research Scientist,47070,17,26,4,25,14,13,3,1,2,1,3,35-45
No,Travel_Frequently,Sales,3,Life Sciences,2136,2,Sales Executive,24000,18,14,3,10,1,8,3,2,4,3,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,2137,4,Healthcare Representative,98240,19,4,2,3,2,2,3,3,3,3,3,25-35
